airline_id,dep_airport,des_airport,dep_name,dep_city,dep_country,dep_lat,dep_lng,total,des_name,des_city,des_country,airport_id,des_lat,des_lng,alt
B6,JFK,CUN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5646,Cancún International Airport,Cancun,Mexico,CUN,21.03650093,-86.87709808,22
B6,JFK,NAS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3196,Lynden Pindling International Airport,Nassau,Bahamas,NAS,25.03899956,-77.46620178,16
TA,JFK,SAL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1578,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,13.4409,-89.055702,101
B6,JFK,AUA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3087,Queen Beatrix International Airport,Oranjestad,Aruba,AUA,12.5014,-70.015198,60
EV,LGA,YUL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,18521,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.47060013,-73.74079895,118
RP,LGA,YUL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,18521,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.47060013,-73.74079895,118
EI,JFK,DUB,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3258,Dublin Airport,Dublin,Ireland,DUB,53.421299,-6.27007,242
UA,EWR,FRA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,5406,Frankfurt am Main Airport,Frankfurt,Germany,FRA,50.033333,8.570556,364
VS,EWR,LHR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,20374,London Heathrow Airport,London,United Kingdom,LHR,51.4706,-0.461941,83
AZ,JFK,FCO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2982,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,41.8002778,12.2388889,13
AA,JFK,CDG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,7711,Charles de Gaulle International Airport,Paris,France,CDG,49.012798,2.55,392
AA,JFK,CUN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5646,Cancún International Airport,Cancun,Mexico,CUN,21.03650093,-86.87709808,22
9E,JFK,YYZ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
DL,JFK,STI,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,6582,Cibao International Airport,Santiago,Dominican Republic,STI,19.40609932,-70.60469818,565
DL,JFK,SDQ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,6752,Las Américas International Airport,Santo Domingo,Dominican Republic,SDQ,18.42970085,-69.66889954,59
AV,JFK,BOG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2913,El Dorado International Airport,Bogota,Colombia,BOG,4.70159,-74.1469,8361
UA,EWR,TLV,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,4143,Ben Gurion International Airport,Tel-aviv,Israel,TLV,32.01139832,34.88669968,135
UA,EWR,MEX,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,5929,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,19.4363,-99.072098,7316
KL,JFK,AMS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3750,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,52.308601,4.76389,-11
NH,JFK,NRT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3625,Narita International Airport,Tokyo,Japan,NRT,35.76470184,140.3860016,141
SU,JFK,SVO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2182,Sheremetyevo International Airport,Moscow,Russia,SVO,55.972599,37.4146,622
CM,JFK,PTY,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2364,Tocumen International Airport,Panama City,Panama,PTY,9.071359634,-79.38349915,135
KE,JFK,ICN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2221,Incheon International Airport,Seoul,South Korea,ICN,37.46910095,126.4509964,23
TK,JFK,IST,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2630,Istanbul Airport,Istanbul,Turkey,IST,41.275278,28.751944,325
EV,EWR,YYZ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
BA,EWR,LHR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,20374,London Heathrow Airport,London,United Kingdom,LHR,51.4706,-0.461941,83
BW,JFK,POS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2322,Piarco International Airport,Port-of-spain,Trinidad and Tobago,POS,10.59539986,-61.33720016,58
QK,LGA,YOW,La Guardia Airport,New York,United States,40.77719879,-73.87259674,4181,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,45.32249832,-75.66919708,374
LH,JFK,FRA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5406,Frankfurt am Main Airport,Frankfurt,Germany,FRA,50.033333,8.570556,364
CX,JFK,HKG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2717,Hong Kong International Airport,Hong Kong,Hong Kong,HKG,22.308901,113.915001,28
QK,EWR,YUL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,18521,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.47060013,-73.74079895,118
MQ,JFK,YUL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,18521,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.47060013,-73.74079895,118
EK,JFK,DXB,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1918,Dubai International Airport,Dubai,United Arab Emirates,DXB,25.25279999,55.36439896,62
QK,JFK,YYZ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
EV,EWR,YQB,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3231,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,46.7911,-71.393303,244
DL,JFK,LHR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,20374,London Heathrow Airport,London,United Kingdom,LHR,51.4706,-0.461941,83
EV,EWR,YOW,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,4181,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,45.32249832,-75.66919708,374
EV,EWR,YHZ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3458,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,44.88079834,-63.50859833,477
KV,EWR,YYZ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
EV,EWR,YUL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,18521,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.47060013,-73.74079895,118
KV,LGA,YUL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,18521,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.47060013,-73.74079895,118
MQ,JFK,YYZ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
VS,JFK,LHR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,20374,London Heathrow Airport,London,United Kingdom,LHR,51.4706,-0.461941,83
AM,JFK,MEX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5929,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,19.4363,-99.072098,7316
AF,JFK,CDG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,7711,Charles de Gaulle International Airport,Paris,France,CDG,49.012798,2.55,392
AA,JFK,LHR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,20374,London Heathrow Airport,London,United Kingdom,LHR,51.4706,-0.461941,83
MQ,LGA,YUL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,18521,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.47060013,-73.74079895,118
B6,JFK,SDQ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,6752,Las Américas International Airport,Santo Domingo,Dominican Republic,SDQ,18.42970085,-69.66889954,59
UA,EWR,LHR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,20374,London Heathrow Airport,London,United Kingdom,LHR,51.4706,-0.461941,83
B6,JFK,STI,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,6582,Cibao International Airport,Santiago,Dominican Republic,STI,19.40609932,-70.60469818,565
WS,LGA,YYZ,La Guardia Airport,New York,United States,40.77719879,-73.87259674,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
BA,JFK,LHR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,20374,London Heathrow Airport,London,United Kingdom,LHR,51.4706,-0.461941,83
MQ,LGA,YYZ,La Guardia Airport,New York,United States,40.77719879,-73.87259674,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
AC,LGA,YYZ,La Guardia Airport,New York,United States,40.77719879,-73.87259674,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
PD,EWR,YTZ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,7615,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,43.627499,-79.396202,252
UA,EWR,IAH,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,7198,George Bush Intercontinental Houston Airport,Houston,United States,IAH,29.9843998,-95.34140015,97
UA,LGA,IAH,La Guardia Airport,New York,United States,40.77719879,-73.87259674,7198,George Bush Intercontinental Houston Airport,Houston,United States,IAH,29.9843998,-95.34140015,97
AA,JFK,MIA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,11728,Miami International Airport,Miami,United States,MIA,25.79319954,-80.29060364,8
B6,JFK,BQN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,896,Rafael Hernandez Airport,Aguadilla,Puerto Rico,BQN,18.49489975,-67.12940216,237
DL,LGA,ATL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,17215,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,33.6367,-84.428101,1026
UA,EWR,ORD,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,17283,Chicago O'Hare International Airport,Chicago,United States,ORD,41.9786,-87.9048,672
B6,EWR,FLL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,12055,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,26.072599,-80.152702,9
EV,LGA,IAD,La Guardia Airport,New York,United States,40.77719879,-73.87259674,5700,Washington Dulles International Airport,Washington,United States,IAD,38.94449997,-77.45580292,312
B6,JFK,MCO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,14082,Orlando International Airport,Orlando,United States,MCO,28.42939949,-81.30899811,96
AA,LGA,ORD,La Guardia Airport,New York,United States,40.77719879,-73.87259674,17283,Chicago O'Hare International Airport,Chicago,United States,ORD,41.9786,-87.9048,672
B6,JFK,PBI,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,6554,Palm Beach International Airport,West Palm Beach,United States,PBI,26.68320084,-80.09559631,19
B6,JFK,TPA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,7466,Tampa International Airport,Tampa,United States,TPA,27.97550011,-82.53320313,26
UA,JFK,LAX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,16174,Los Angeles International Airport,Los Angeles,United States,LAX,33.94250107,-118.4079971,125
UA,EWR,SFO,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,13331,San Francisco International Airport,San Francisco,United States,SFO,37.61899948,-122.375,13
AA,LGA,DFW,La Guardia Airport,New York,United States,40.77719879,-73.87259674,8738,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,32.896801,-97.038002,607
B6,JFK,BOS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,15508,General Edward Lawrence Logan International Airport,Boston,United States,BOS,42.36429977,-71.00520325,20
UA,EWR,LAS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,5997,McCarran International Airport,Las Vegas,United States,LAS,36.08010101,-115.1520004,2181
B6,LGA,FLL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,12055,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,26.072599,-80.152702,9
MQ,LGA,ATL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,17215,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,33.6367,-84.428101,1026
B6,EWR,PBI,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,6554,Palm Beach International Airport,West Palm Beach,United States,PBI,26.68320084,-80.09559631,19
DL,LGA,MSP,La Guardia Airport,New York,United States,40.77719879,-73.87259674,7185,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802,841
MQ,LGA,DTW,La Guardia Airport,New York,United States,40.77719879,-73.87259674,9384,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,42.21239853,-83.35340118,645
AA,EWR,MIA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,11728,Miami International Airport,Miami,United States,MIA,25.79319954,-80.29060364,8
DL,JFK,ATL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,17215,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,33.6367,-84.428101,1026
UA,EWR,MIA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,11728,Miami International Airport,Miami,United States,MIA,25.79319954,-80.29060364,8
MQ,EWR,ORD,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,17283,Chicago O'Hare International Airport,Chicago,United States,ORD,41.9786,-87.9048,672
UA,JFK,SFO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,13331,San Francisco International Airport,San Francisco,United States,SFO,37.61899948,-122.375,13
B6,JFK,RSW,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3537,Southwest Florida International Airport,Fort Myers,United States,RSW,26.53619957,-81.75520325,30
B6,JFK,SJU,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5819,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,18.43939972,-66.00180054,9
DL,EWR,ATL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,17215,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,33.6367,-84.428101,1026
US,EWR,PHX,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,4656,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,33.43429947,-112.012001,1135
AA,LGA,MIA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,11728,Miami International Airport,Miami,United States,MIA,25.79319954,-80.29060364,8
EV,EWR,MSP,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,7185,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802,841
MQ,LGA,MSP,La Guardia Airport,New York,United States,40.77719879,-73.87259674,7185,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802,841
US,JFK,PHX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,4656,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,33.43429947,-112.012001,1135
AA,JFK,SJU,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5819,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,18.43939972,-66.00180054,9
UA,EWR,LAX,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,16174,Los Angeles International Airport,Los Angeles,United States,LAX,33.94250107,-118.4079971,125
WN,LGA,BWI,La Guardia Airport,New York,United States,40.77719879,-73.87259674,1781,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,39.1754,-76.668297,146
US,EWR,CLT,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,14064,Charlotte Douglas International Airport,Charlotte,United States,CLT,35.2140007,-80.94309998,748
EV,EWR,IAD,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,5700,Washington Dulles International Airport,Washington,United States,IAD,38.94449997,-77.45580292,312
B6,LGA,MCO,La Guardia Airport,New York,United States,40.77719879,-73.87259674,14082,Orlando International Airport,Orlando,United States,MCO,28.42939949,-81.30899811,96
UA,EWR,PBI,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,6554,Palm Beach International Airport,West Palm Beach,United States,PBI,26.68320084,-80.09559631,19
UA,EWR,FLL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,12055,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,26.072599,-80.152702,9
B6,JFK,BUF,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,4681,Buffalo Niagara International Airport,Buffalo,United States,BUF,42.94049835,-78.73220062,728
UA,LGA,DEN,La Guardia Airport,New York,United States,40.77719879,-73.87259674,7266,Denver International Airport,Denver,United States,DEN,39.86169815,-104.6729965,5431
UA,EWR,SNA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,825,John Wayne Airport-Orange County Airport,Santa Ana,United States,SNA,33.67570114,-117.8679962,56
B6,JFK,LAS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5997,McCarran International Airport,Las Vegas,United States,LAS,36.08010101,-115.1520004,2181
B6,JFK,MSY,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3799,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,29.99340057,-90.25800323,4
DL,LGA,PBI,La Guardia Airport,New York,United States,40.77719879,-73.87259674,6554,Palm Beach International Airport,West Palm Beach,United States,PBI,26.68320084,-80.09559631,19
DL,JFK,SLC,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2467,Salt Lake City International Airport,Salt Lake City,United States,SLC,40.78839874,-111.9779968,4227
DL,JFK,SFO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,13331,San Francisco International Airport,San Francisco,United States,SFO,37.61899948,-122.375,13
DL,LGA,MIA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,11728,Miami International Airport,Miami,United States,MIA,25.79319954,-80.29060364,8
AA,JFK,MCO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,14082,Orlando International Airport,Orlando,United States,MCO,28.42939949,-81.30899811,96
MQ,LGA,XNA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,1036,Northwest Arkansas Regional Airport,Bentonville,United States,XNA,36.281898,-94.306801,1287
UA,EWR,TPA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,7466,Tampa International Airport,Tampa,United States,TPA,27.97550011,-82.53320313,26
DL,LGA,FLL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,12055,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,26.072599,-80.152702,9
VX,JFK,LAX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,16174,Los Angeles International Airport,Los Angeles,United States,LAX,33.94250107,-118.4079971,125
B6,JFK,FLL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,12055,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,26.072599,-80.152702,9
DL,LGA,DTW,La Guardia Airport,New York,United States,40.77719879,-73.87259674,9384,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,42.21239853,-83.35340118,645
UA,EWR,RSW,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3537,Southwest Florida International Airport,Fort Myers,United States,RSW,26.53619957,-81.75520325,30
UA,EWR,SJU,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,5819,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,18.43939972,-66.00180054,9
B6,JFK,LAX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,16174,Los Angeles International Airport,Los Angeles,United States,LAX,33.94250107,-118.4079971,125
UA,LGA,ORD,La Guardia Airport,New York,United States,40.77719879,-73.87259674,17283,Chicago O'Hare International Airport,Chicago,United States,ORD,41.9786,-87.9048,672
AA,JFK,FLL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,12055,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,26.072599,-80.152702,9
FL,LGA,MKE,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2802,General Mitchell International Airport,Milwaukee,United States,MKE,42.94720078,-87.89659882,723
AS,EWR,SEA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3923,Seattle Tacoma International Airport,Seattle,United States,SEA,47.449001,-122.308998,433
AA,EWR,DFW,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,8738,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,32.896801,-97.038002,607
UA,EWR,DEN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,7266,Denver International Airport,Denver,United States,DEN,39.86169815,-104.6729965,5431
VX,JFK,SFO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,13331,San Francisco International Airport,San Francisco,United States,SFO,37.61899948,-122.375,13
B6,JFK,ROC,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2416,Greater Rochester International Airport,Rochester,United States,ROC,43.1189003,-77.67240143,559
B6,LGA,RSW,La Guardia Airport,New York,United States,40.77719879,-73.87259674,3537,Southwest Florida International Airport,Fort Myers,United States,RSW,26.53619957,-81.75520325,30
UA,EWR,MCO,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,14082,Orlando International Airport,Orlando,United States,MCO,28.42939949,-81.30899811,96
B6,JFK,SYR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1761,Syracuse Hancock International Airport,Syracuse,United States,SYR,43.11119843,-76.10630035,421
B6,JFK,SFO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,13331,San Francisco International Airport,San Francisco,United States,SFO,37.61899948,-122.375,13
B6,LGA,TPA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,7466,Tampa International Airport,Tampa,United States,TPA,27.97550011,-82.53320313,26
AA,JFK,LAX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,16174,Los Angeles International Airport,Los Angeles,United States,LAX,33.94250107,-118.4079971,125
B6,JFK,SRQ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1211,Sarasota Bradenton International Airport,Sarasota,United States,SRQ,27.39539909,-82.55439758,30
DL,JFK,SEA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3923,Seattle Tacoma International Airport,Seattle,United States,SEA,47.449001,-122.308998,433
AA,JFK,SFO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,13331,San Francisco International Airport,San Francisco,United States,SFO,37.61899948,-122.375,13
DL,LGA,MCO,La Guardia Airport,New York,United States,40.77719879,-73.87259674,14082,Orlando International Airport,Orlando,United States,MCO,28.42939949,-81.30899811,96
US,LGA,CLT,La Guardia Airport,New York,United States,40.77719879,-73.87259674,14064,Charlotte Douglas International Airport,Charlotte,United States,CLT,35.2140007,-80.94309998,748
WN,LGA,DEN,La Guardia Airport,New York,United States,40.77719879,-73.87259674,7266,Denver International Airport,Denver,United States,DEN,39.86169815,-104.6729965,5431
B6,EWR,MCO,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,14082,Orlando International Airport,Orlando,United States,MCO,28.42939949,-81.30899811,96
DL,JFK,MIA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,11728,Miami International Airport,Miami,United States,MIA,25.79319954,-80.29060364,8
MQ,JFK,RDU,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,8163,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,35.87760162,-78.78749847,435
B6,EWR,BOS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,15508,General Edward Lawrence Logan International Airport,Boston,United States,BOS,42.36429977,-71.00520325,20
AA,JFK,BOS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,15508,General Edward Lawrence Logan International Airport,Boston,United States,BOS,42.36429977,-71.00520325,20
DL,JFK,MCO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,14082,Orlando International Airport,Orlando,United States,MCO,28.42939949,-81.30899811,96
B6,JFK,CLT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,14064,Charlotte Douglas International Airport,Charlotte,United States,CLT,35.2140007,-80.94309998,748
MQ,LGA,CMH,La Guardia Airport,New York,United States,40.77719879,-73.87259674,3524,John Glenn Columbus International Airport,Columbus,United States,CMH,39.998001,-82.891899,815
EV,EWR,JAX,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2720,Jacksonville International Airport,Jacksonville,United States,JAX,30.49410057,-81.68789673,30
9E,JFK,MSP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,7185,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802,841
EV,EWR,CHS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2884,Charleston Air Force Base-International Airport,Charleston,United States,CHS,32.89860153,-80.04049683,46
MQ,LGA,CLT,La Guardia Airport,New York,United States,40.77719879,-73.87259674,14064,Charlotte Douglas International Airport,Charlotte,United States,CLT,35.2140007,-80.94309998,748
EV,EWR,MEM,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1789,Memphis International Airport,Memphis,United States,MEM,35.04240036,-89.97669983,341
DL,LGA,DEN,La Guardia Airport,New York,United States,40.77719879,-73.87259674,7266,Denver International Airport,Denver,United States,DEN,39.86169815,-104.6729965,5431
FL,LGA,ATL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,17215,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,33.6367,-84.428101,1026
B6,JFK,PIT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2875,Pittsburgh International Airport,Pittsburgh,United States,PIT,40.49150085,-80.23290253,1203
DL,JFK,BOS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,15508,General Edward Lawrence Logan International Airport,Boston,United States,BOS,42.36429977,-71.00520325,20
DL,JFK,SJU,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5819,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,18.43939972,-66.00180054,9
B6,JFK,SAN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2737,San Diego International Airport,San Diego,United States,SAN,32.73360062,-117.1900024,17
MQ,JFK,DCA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,9705,Ronald Reagan Washington National Airport,Washington,United States,DCA,38.8521,-77.037697,15
EV,LGA,CLE,La Guardia Airport,New York,United States,40.77719879,-73.87259674,4573,Cleveland Hopkins International Airport,Cleveland,United States,CLE,41.4117012,-81.84980011,791
US,JFK,CLT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,14064,Charlotte Douglas International Airport,Charlotte,United States,CLT,35.2140007,-80.94309998,748
UA,EWR,DFW,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,8738,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,32.896801,-97.038002,607
AA,LGA,STL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,4339,St Louis Lambert International Airport,St. Louis,United States,STL,38.748697,-90.370003,618
